Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Micronesia,2010,50.6,30.0,N/A,30.0,97.5,0.0,N/A,59.1,81.8,76.7,81.0,20.0,30.0
Moldova,2010,53.7,40.0,N/A,29.0,85.1,43.0,N/A,70.2,42.7,67.5,79.9,30.0,50.0
Mongolia,2010,60.0,30.0,N/A,30.0,81.9,56.7,N/A,69.0,75.9,66.5,79.8,50.0,60.0
Montenegro,2010,63.6,40.0,N/A,34.0,90.0,54.4,N/A,70.1,86.4,73.2,83.2,55.0,50.0
Morocco,2010,59.2,40.0,N/A,35.0,68.5,81.5,N/A,76.1,21.7,78.4,71.2,60.0,60.0
"Mozambique ",2010,56.0,30.0,N/A,26.0,77.6,76.1,N/A,58.7,42.0,74.9,74.5,50.0,50.0
Namibia,2010,62.2,30.0,N/A,45.0,68.3,69.5,N/A,73.3,87.2,71.0,87.8,50.0,40.0
Nepal,2010,52.7,35.0,N/A,27.0,86.6,92.3,N/A,59.4,44.7,77.8,58.8,15.0,30.0
Netherlands,2010,75.0,90.0,N/A,89.0,52.0,38.4,N/A,82.6,59.1,81.0,87.5,90.0,80.0
New Zealand,2010,82.1,95.0,N/A,93.0,63.6,51.3,N/A,99.9,88.8,83.1,86.0,80.0,80.0
"Nicaragua ",2010,58.3,25.0,N/A,25.0,78.4,78.5,N/A,55.7,68.3,64.1,82.8,55.0,50.0
Niger,2010,52.9,30.0,N/A,28.0,65.1,85.1,N/A,37.2,40.7,77.6,75.7,50.0,40.0
Nigeria,2010,56.8,30.0,N/A,27.0,84.4,64.7,N/A,53.2,85.7,75.4,67.2,40.0,40.0
North Korea,2010,1.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,2010,65.7,35.0,N/A,36.0,89.3,65.9,N/A,65.2,83.1,79.0,83.3,60.0,60.0
Norway,2010,69.4,90.0,N/A,79.0,50.5,49.8,N/A,88.8,47.1,74.2,89.2,65.0,60.0
Oman,2010,67.7,50.0,N/A,55.0,98.5,57.4,N/A,66.9,86.4,64.8,83.4,55.0,60.0
"Pakistan ",2010,55.2,30.0,N/A,25.0,80.5,88.8,N/A,71.7,49.8,69.4,67.0,30.0,40.0
"Panama ",2010,64.8,40.0,N/A,34.0,82.6,90.0,N/A,75.9,41.3,73.2,75.8,65.0,70.0
Papua New Guinea,2010,53.5,20.0,N/A,20.0,65.0,63.3,N/A,59.1,83.3,72.6,86.2,35.0,30.0
"Paraguay ",2010,61.3,30.0,N/A,24.0,96.6,91.7,N/A,60.9,26.1,75.4,83.5,65.0,60.0
Peru,2010,67.6,40.0,N/A,36.0,79.5,92.3,N/A,65.8,66.1,81.6,85.0,70.0,60.0
Philippines,2010,56.3,30.0,N/A,23.0,78.8,91.2,N/A,48.1,51.9,72.7,77.8,40.0,50.0
Poland,2010,63.2,55.0,N/A,46.0,74.9,46.8,N/A,62.2,61.5,78.1,87.5,60.0,60.0
Portugal,2010,64.4,70.0,N/A,61.0,61.0,37.1,N/A,80.5,37.0,79.7,87.5,70.0,60.0
Qatar,2010,69.0,65.0,N/A,65.0,99.9,73.7,N/A,73.7,69.1,65.9,82.2,45.0,50.0
"Republic of Congo ",2010,43.2,10.0,N/A,19.0,60.3,69.3,N/A,48.7,48.1,70.8,61.0,15.0,30.0
Romania,2010,64.2,40.0,N/A,38.0,85.8,59.8,N/A,72.5,60.4,73.3,87.5,75.0,50.0
Russia,2010,50.3,25.0,N/A,21.0,82.3,66.5,N/A,52.2,59.6,62.6,68.4,25.0,40.0
Rwanda,2010,59.1,30.0,N/A,30.0,77.1,75.6,N/A,74.5,89.2,66.9,67.4,40.0,40.0
Saint Lucia,2010,70.5,70.0,N/A,71.0,73.2,71.4,N/A,88.4,84.2,80.1,71.9,55.0,40.0
Saint Vincent and the Grenadines,2010,66.9,70.0,N/A,65.0,72.5,64.1,N/A,79.9,77.6,71.3,73.3,55.0,40.0
Samoa,2010,60.4,55.0,N/A,44.0,79.6,67.5,N/A,73.2,80.8,73.8,70.0,30.0,30.0
"São Tomé and Príncipe ",2010,48.8,30.0,N/A,27.0,87.1,52.5,N/A,43.5,47.6,59.0,66.6,45.0,30.0
Saudi Arabia,2010,64.1,40.0,N/A,35.0,99.6,68.1,N/A,84.6,74.4,62.3,82.5,45.0,50.0
Senegal,2010,54.6,45.0,N/A,34.0,64.7,77.8,N/A,63.1,41.9,75.2,69.7,35.0,40.0
"Serbia ",2010,56.9,40.0,N/A,34.0,83.2,41.4,N/A,58.9,72.2,64.5,75.2,50.0,50.0
Seychelles,2010,47.9,50.0,N/A,48.0,76.4,9.3,N/A,64.2,59.8,57.9,33.4,50.0,30.0
Sierra Leone,2010,47.9,10.0,N/A,19.0,80.9,80.5,N/A,54.6,39.0,71.7,62.8,40.0,20.0
Singapore,2010,86.1,90.0,N/A,92.0,90.7,95.3,N/A,98.2,98.9,80.9,90.0,75.0,50.0
Slovakia,2010,69.7,55.0,N/A,50.0,84.0,64.5,N/A,72.6,65.1,78.2,87.5,70.0,70.0
Slovenia,2010,64.7,60.0,N/A,67.0,64.0,46.1,N/A,83.3,43.5,76.0,87.5,70.0,50.0
Solomon Islands,2010,42.9,30.0,N/A,29.0,67.9,0.0,N/A,63.2,68.4,65.5,65.2,10.0,30.0
South Africa,2010,62.8,50.0,N/A,49.0,69.1,76.8,N/A,73.0,59.0,70.2,76.0,45.0,60.0
South Korea,2010,69.9,70.0,N/A,56.0,71.1,74.9,N/A,91.9,47.1,77.4,70.8,70.0,70.0
Spain,2010,69.6,70.0,N/A,65.0,58.1,54.8,N/A,75.8,47.3,77.7,87.5,80.0,80.0
Sri Lanka,2010,54.6,40.0,N/A,32.0,73.5,83.9,N/A,71.8,70.7,56.8,62.2,15.0,40.0
Sudan,2010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2010,52.5,40.0,N/A,36.0,66.9,77.8,N/A,41.0,84.5,67.8,66.4,15.0,30.0
Sweden,2010,72.4,95.0,N/A,93.0,36.7,17.3,N/A,95.5,54.9,79.5,87.5,85.0,80.0
Switzerland,2010,81.1,90.0,N/A,90.0,68.2,68.9,N/A,81.2,81.8,81.3,90.0,80.0,80.0
Syria,2010,49.4,25.0,N/A,21.0,87.0,80.2,N/A,59.2,64.7,63.3,54.0,20.0,20.0
Taiwan,2010,70.4,70.0,N/A,57.0,75.9,90.5,N/A,83.0,47.7,79.3,85.8,65.0,50.0
Tajikistan,2010,53.0,25.0,N/A,20.0,88.9,78.0,N/A,57.4,54.4,58.4,82.5,25.0,40.0
Tanzania,2010,58.3,30.0,N/A,30.0,80.3,82.6,N/A,45.5,58.4,70.8,70.5,65.0,50.0
"Thailand ",2010,64.1,45.0,N/A,35.0,74.7,89.8,N/A,70.7,73.6,66.4,75.9,40.0,70.0
The Bahamas,2010,67.3,70.0,N/A,55.0,95.2,83.6,N/A,73.4,81.0,72.7,42.2,30.0,70.0
The Gambia,2010,55.1,25.0,N/A,19.0,71.9,75.3,N/A,58.5,63.8,71.6,60.6,55.0,50.0
Timor-Leste,2010,45.8,20.0,N/A,22.0,64.7,54.1,N/A,46.2,65.6,72.5,73.0,20.0,20.0
Togo,2010,47.1,30.0,N/A,27.0,56.2,86.0,N/A,36.8,43.3,74.5,62.8,25.0,30.0
Tonga,2010,53.4,20.0,N/A,24.0,82.8,70.8,N/A,78.2,93.7,63.5,56.2,25.0,20.0
Trinidad and Tobago,2010,65.7,50.0,N/A,36.0,80.8,72.3,N/A,59.0,78.0,69.3,81.7,60.0,70.0
Tunisia,2010,58.9,50.0,N/A,44.0,74.4,78.5,N/A,80.2,67.4,76.5,53.5,35.0,30.0
Turkey,2010,63.8,50.0,N/A,46.0,78.1,82.9,N/A,68.9,41.1,70.0,86.4,65.0,50.0
Turkmenistan,2010,42.5,10.0,N/A,18.0,90.2,94.7,N/A,30.0,30.0,62.8,79.2,0.0,10.0
Uganda,2010,62.2,30.0,N/A,26.0,80.5,85.5,N/A,57.0,88.1,78.1,72.1,45.0,60.0
Ukraine,2010,46.4,30.0,N/A,25.0,77.9,41.1,N/A,38.7,57.7,61.2,82.6,20.0,30.0
United Arab Emirates,2010,67.3,50.0,N/A,59.0,99.9,80.9,N/A,67.4,79.3,68.8,82.8,35.0,50.0
United Kingdom,2010,76.5,85.0,N/A,77.0,61.8,41.9,N/A,94.9,72.8,73.7,87.5,90.0,80.0
United States,2010,78.0,85.0,N/A,73.0,67.5,58.0,N/A,91.3,94.8,78.1,86.9,75.0,70.0
"Uruguay ",2010,69.8,75.0,N/A,69.0,81.7,72.6,N/A,63.1,76.2,72.3,82.8,75.0,30.0
Uzbekistan,2010,47.5,20.0,N/A,18.0,88.4,72.6,N/A,67.8,61.1,62.4,65.1,10.0,10.0
Vanuatu,2010,56.4,40.0,N/A,29.0,94.9,84.3,N/A,68.7,55.0,76.8,55.1,20.0,40.0
"Venezuela ",2010,37.1,0.0,N/A,19.0,74.0,61.8,N/A,50.3,36.2,47.7,57.2,5.0,20.0
Vietnam,2010,49.8,15.0,N/A,27.0,76.1,73.4,N/A,60.7,68.4,58.1,68.9,20.0,30.0
Yemen,2010,54.4,30.0,N/A,23.0,83.2,51.3,N/A,74.4,65.4,65.1,76.1,45.0,30.0
Zambia,2010,58.0,30.0,N/A,28.0,72.4,82.6,N/A,66.4,57.0,63.3,79.9,50.0,50.0
Zimbabwe,2010,21.4,5.0,N/A,18.0,58.4,0.0,N/A,30.0,48.2,0.0,44.8,0.0,10.0
