Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Kazakhstan,2012,63.6,40.0,N/A,29.0,90.4,83.4,N/A,72.9,88.7,71.8,79.6,30.0,50.0
Kenya,2012,57.5,30.0,N/A,21.0,77.7,75.3,N/A,61.7,63.3,79.1,66.7,50.0,50.0
Kiribati,2012,46.9,30.0,N/A,32.0,72.4,0.0,N/A,61.2,85.5,77.3,55.4,25.0,30.0
Kosovo,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2012,62.5,50.0,N/A,45.0,99.9,47.2,N/A,61.8,63.5,71.3,81.6,55.0,50.0
"Kyrgyz Republic ",2012,60.2,20.0,N/A,20.0,93.1,66.5,N/A,74.1,88.9,71.0,63.2,55.0,50.0
Laos,2012,50.0,15.0,N/A,21.0,79.8,86.6,N/A,61.6,55.7,76.9,58.7,25.0,20.0
Latvia,2012,65.2,50.0,N/A,43.0,84.3,43.8,N/A,75.9,59.1,79.1,87.1,80.0,50.0
Lebanon,2012,60.1,25.0,N/A,25.0,90.8,68.2,N/A,53.9,60.6,76.9,80.4,60.0,60.0
Lesotho,2012,46.6,40.0,N/A,35.0,49.1,0.0,N/A,57.5,65.0,75.5,69.1,35.0,40.0
Liberia,2012,48.6,30.0,N/A,33.0,76.6,74.8,N/A,55.9,50.6,71.8,53.8,20.0,20.0
Libya,2012,35.9,10.0,N/A,22.0,80.2,17.9,N/A,20.0,20.0,73.6,85.0,10.0,20.0
Liechtenstein,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2012,71.5,60.0,N/A,50.0,93.6,41.7,N/A,79.2,64.6,79.3,87.1,80.0,80.0
Luxembourg,2012,74.5,90.0,N/A,85.0,63.6,46.6,N/A,75.9,40.9,81.3,87.1,95.0,80.0
Macau,2012,71.8,60.0,N/A,50.0,75.8,88.1,N/A,60.0,55.0,84.2,90.0,85.0,70.0
Madagascar,2012,62.4,40.0,N/A,26.0,88.3,93.6,N/A,71.1,50.8,76.0,73.5,55.0,50.0
Malawi,2012,56.4,45.0,N/A,34.0,79.3,62.2,N/A,42.0,58.2,72.6,70.9,50.0,50.0
"Malaysia ",2012,66.4,50.0,N/A,44.0,84.5,72.5,N/A,78.1,79.3,81.6,78.8,45.0,50.0
Maldives,2012,49.2,25.0,N/A,23.0,98.0,0.0,N/A,89.7,71.9,75.3,43.7,35.0,30.0
Mali,2012,55.8,30.0,N/A,27.0,60.1,79.9,N/A,50.8,66.5,80.7,73.2,50.0,40.0
Malta,2012,67.0,70.0,N/A,56.0,67.8,43.8,N/A,70.0,60.0,80.5,87.1,75.0,60.0
Mauritania,2012,53.0,25.0,N/A,23.0,80.5,71.9,N/A,51.3,53.2,75.5,69.9,40.0,40.0
Mauritius,2012,77.0,65.0,N/A,54.0,91.9,83.4,N/A,78.7,70.4,78.3,87.9,90.0,70.0
Mexico,2012,65.3,50.0,N/A,31.0,80.7,78.3,N/A,82.0,61.3,76.5,72.9,60.0,60.0
Micronesia,2012,50.7,30.0,N/A,30.0,97.6,3.9,N/A,57.0,83.7,73.4,81.0,20.0,30.0
Moldova,2012,54.4,40.0,N/A,29.0,86.5,38.7,N/A,70.0,41.7,74.4,79.0,35.0,50.0
Mongolia,2012,61.5,30.0,N/A,27.0,88.5,62.8,N/A,67.7,74.5,74.3,79.8,50.0,60.0
Montenegro,2012,62.5,40.0,N/A,37.0,91.3,31.7,N/A,69.2,86.1,81.2,83.6,55.0,50.0
Morocco,2012,60.2,40.0,N/A,34.0,69.7,74.8,N/A,77.2,27.6,77.9,75.7,65.0,60.0
"Mozambique ",2012,57.1,30.0,N/A,27.0,77.1,69.3,N/A,66.8,39.7,74.8,81.1,55.0,50.0
Namibia,2012,61.9,30.0,N/A,44.0,65.7,73.0,N/A,70.8,85.0,74.4,86.5,50.0,40.0
Nepal,2012,50.2,30.0,N/A,22.0,86.0,88.1,N/A,53.6,45.4,74.9,61.5,10.0,30.0
Netherlands,2012,73.3,90.0,N/A,88.0,51.2,20.9,N/A,81.9,60.0,83.6,87.1,90.0,80.0
New Zealand,2012,82.1,95.0,N/A,93.0,71.6,45.0,N/A,99.9,89.9,85.2,86.8,75.0,80.0
"Nicaragua ",2012,57.9,15.0,N/A,25.0,77.1,83.0,N/A,51.2,63.4,74.0,84.9,55.0,50.0
Niger,2012,54.3,30.0,N/A,26.0,76.9,80.5,N/A,35.9,40.8,86.4,71.7,55.0,40.0
Nigeria,2012,56.3,30.0,N/A,24.0,84.3,72.3,N/A,55.6,80.6,72.0,63.9,40.0,40.0
North Korea,2012,1.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,2012,68.5,35.0,N/A,41.0,91.2,66.7,N/A,80.9,80.3,86.1,83.6,60.0,60.0
Norway,2012,68.8,90.0,N/A,86.0,52.5,35.3,N/A,88.4,46.3,75.1,89.3,65.0,60.0
Oman,2012,67.9,50.0,N/A,53.0,98.4,53.6,N/A,68.2,85.1,72.1,83.7,55.0,60.0
"Pakistan ",2012,54.7,30.0,N/A,23.0,80.6,88.1,N/A,70.0,47.8,66.3,66.0,35.0,40.0
"Panama ",2012,65.2,40.0,N/A,36.0,84.6,88.2,N/A,74.4,41.5,77.8,74.8,65.0,70.0
Papua New Guinea,2012,53.8,20.0,N/A,21.0,68.3,72.6,N/A,59.0,74.0,73.2,84.8,35.0,30.0
"Paraguay ",2012,61.8,30.0,N/A,22.0,96.9,88.5,N/A,59.8,27.2,81.4,82.7,70.0,60.0
Peru,2012,68.7,40.0,N/A,35.0,79.7,90.9,N/A,72.0,68.5,85.5,85.0,70.0,60.0
Philippines,2012,57.1,30.0,N/A,24.0,79.1,89.7,N/A,54.3,51.7,77.1,75.5,40.0,50.0
Poland,2012,64.2,60.0,N/A,53.0,74.4,40.3,N/A,61.4,61.3,79.1,87.1,65.0,60.0
Portugal,2012,63.0,70.0,N/A,60.0,59.0,25.5,N/A,83.0,32.5,82.6,87.1,70.0,60.0
Qatar,2012,71.3,70.0,N/A,77.0,99.7,73.6,N/A,69.7,67.9,77.1,82.5,45.0,50.0
"Republic of Congo ",2012,43.8,10.0,N/A,21.0,61.3,78.0,N/A,40.6,45.7,71.0,60.7,20.0,30.0
Romania,2012,64.4,40.0,N/A,37.0,87.4,55.1,N/A,70.5,62.6,74.3,87.1,80.0,50.0
Russia,2012,50.5,25.0,N/A,21.0,82.5,48.6,N/A,65.1,63.5,66.3,68.2,25.0,40.0
Rwanda,2012,64.9,35.0,N/A,40.0,77.2,78.5,N/A,73.6,91.4,75.2,78.0,60.0,40.0
Saint Lucia,2012,71.3,70.0,N/A,70.0,74.1,67.7,N/A,84.7,83.5,85.8,71.9,65.0,40.0
Saint Vincent and the Grenadines,2012,66.5,70.0,N/A,64.0,71.5,60.7,N/A,77.4,76.7,81.1,73.3,50.0,40.0
Samoa,2012,60.5,60.0,N/A,41.0,80.3,61.3,N/A,72.9,82.3,77.0,70.0,30.0,30.0
"São Tomé and Príncipe ",2012,50.2,30.0,N/A,30.0,87.0,49.1,N/A,53.2,46.1,64.6,66.6,45.0,30.0
Saudi Arabia,2012,62.5,45.0,N/A,47.0,99.6,37.3,N/A,87.5,71.1,64.9,82.3,40.0,50.0
Senegal,2012,55.4,40.0,N/A,29.0,65.4,78.5,N/A,58.4,43.5,81.6,72.2,45.0,40.0
"Serbia ",2012,58.0,40.0,N/A,35.0,84.1,39.3,N/A,56.5,68.7,68.0,77.9,60.0,50.0
Seychelles,2012,53.0,50.0,N/A,48.0,76.0,59.6,N/A,62.3,58.0,67.4,33.4,45.0,30.0
Sierra Leone,2012,49.1,10.0,N/A,24.0,80.9,84.3,N/A,51.8,42.0,70.1,62.8,45.0,20.0
Singapore,2012,87.5,90.0,N/A,93.0,91.3,91.3,N/A,97.2,92.1,84.8,90.0,75.0,70.0
Slovakia,2012,67.0,50.0,N/A,43.0,84.2,48.2,N/A,71.0,58.1,83.5,87.1,75.0,70.0
Slovenia,2012,62.9,60.0,N/A,64.0,64.8,27.9,N/A,81.4,42.2,81.2,87.1,70.0,50.0
Solomon Islands,2012,46.2,30.0,N/A,28.0,69.3,30.3,N/A,63.7,68.1,77.4,55.4,10.0,30.0
Somalia,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2012,62.7,50.0,N/A,45.0,70.7,71.9,N/A,75.8,57.3,75.0,76.3,45.0,60.0
South Korea,2012,69.9,70.0,N/A,54.0,72.8,67.2,N/A,93.6,49.7,78.9,72.6,70.0,70.0
Spain,2012,69.1,70.0,N/A,61.0,61.3,37.1,N/A,81.3,51.8,81.5,87.1,80.0,80.0
Sri Lanka,2012,58.3,40.0,N/A,32.0,73.5,81.4,N/A,78.0,62.1,68.5,77.1,30.0,40.0
Sudan,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2012,52.6,40.0,N/A,37.0,63.2,67.5,N/A,40.7,81.2,74.5,66.3,25.0,30.0
Sweden,2012,71.7,90.0,N/A,92.0,39.1,8.8,N/A,94.6,54.6,80.9,87.1,90.0,80.0
Switzerland,2012,81.1,90.0,N/A,87.0,67.9,65.8,N/A,77.9,87.9,84.4,90.0,80.0,80.0
Syria,2012,51.2,30.0,N/A,25.0,84.4,78.5,N/A,60.1,50.0,70.9,72.8,20.0,20.0
Taiwan,2012,71.9,70.0,N/A,58.0,80.4,92.3,N/A,88.5,46.6,83.1,85.0,65.0,50.0
Tajikistan,2012,53.4,20.0,N/A,21.0,89.0,75.5,N/A,61.6,56.8,67.4,82.5,20.0,40.0
Tanzania,2012,57.0,30.0,N/A,27.0,79.7,80.2,N/A,45.2,60.1,69.4,73.5,55.0,50.0
"Thailand ",2012,64.9,45.0,N/A,35.0,75.1,87.5,N/A,72.5,79.0,69.3,75.2,40.0,70.0
The Bahamas,2012,68.0,70.0,N/A,55.0,97.7,85.2,N/A,70.9,82.7,76.0,42.2,30.0,70.0
The Gambia,2012,58.8,30.0,N/A,32.0,75.0,85.5,N/A,56.3,67.2,71.0,60.5,60.0,50.0
Timor-Leste,2012,43.3,20.0,N/A,25.0,64.7,0.0,N/A,43.1,75.1,77.4,73.0,35.0,20.0
Togo,2012,48.3,30.0,N/A,24.0,68.6,85.6,N/A,34.8,45.2,78.3,61.7,25.0,30.0
Tonga,2012,57.0,25.0,N/A,30.0,85.9,62.2,N/A,77.5,92.1,72.1,75.3,30.0,20.0
Trinidad and Tobago,2012,64.4,50.0,N/A,36.0,85.5,65.1,N/A,60.1,77.3,70.1,69.9,60.0,70.0
Tunisia,2012,58.6,40.0,N/A,43.0,74.8,71.5,N/A,82.9,74.1,76.9,58.1,35.0,30.0
Turkey,2012,62.5,50.0,N/A,44.0,77.7,58.5,N/A,67.1,40.0,71.9,85.4,70.0,60.0
Turkmenistan,2012,43.8,10.0,N/A,16.0,98.4,93.5,N/A,30.0,30.0,71.0,79.2,0.0,10.0
Uganda,2012,61.9,30.0,N/A,25.0,80.4,93.0,N/A,49.1,87.9,74.6,73.6,45.0,60.0
Ukraine,2012,46.1,30.0,N/A,24.0,78.2,29.4,N/A,46.2,51.2,67.7,84.4,20.0,30.0
United Arab Emirates,2012,69.3,55.0,N/A,63.0,99.9,80.1,N/A,68.0,78.8,80.9,82.6,35.0,50.0
United Kingdom,2012,74.1,90.0,N/A,76.0,56.4,21.5,N/A,94.7,71.5,73.9,87.1,90.0,80.0
United States,2012,76.3,85.0,N/A,71.0,69.8,46.7,N/A,91.1,95.8,77.2,86.4,70.0,70.0
"Uruguay ",2012,69.9,70.0,N/A,69.0,81.2,68.7,N/A,74.9,74.0,73.4,82.9,75.0,30.0
Uzbekistan,2012,45.8,15.0,N/A,16.0,94.4,64.9,N/A,67.6,60.1,64.2,66.1,0.0,10.0
Vanuatu,2012,56.6,40.0,N/A,36.0,97.0,79.9,N/A,59.3,50.7,78.4,55.1,30.0,40.0
"Venezuela ",2012,38.1,5.0,N/A,20.0,74.8,67.3,N/A,47.3,36.0,46.4,58.8,5.0,20.0
Vietnam,2012,51.3,15.0,N/A,27.0,76.5,66.5,N/A,61.1,67.3,75.1,79.6,15.0,30.0
Yemen,2012,55.3,30.0,N/A,22.0,83.1,62.8,N/A,71.5,57.3,69.3,81.5,45.0,30.0
Zambia,2012,58.3,30.0,N/A,30.0,73.3,84.9,N/A,61.2,51.1,64.9,82.3,55.0,50.0
Zimbabwe,2012,26.3,10.0,N/A,24.0,65.2,38.7,N/A,34.9,29.6,0.0,50.4,0.0,10.0
