Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Bulgaria,2013,65.0,30.0,N/A,33.0,94.0,64.2,N/A,73.6,74.8,78.6,86.8,55.0,60.0
Burkina Faso,2013,59.9,30.0,N/A,30.0,81.4,82.0,N/A,61.2,56.4,80.6,72.5,55.0,50.0
Burma,2013,39.2,10.0,N/A,15.0,81.9,96.8,N/A,20.0,20.0,65.1,73.6,0.0,10.0
Burundi,2013,49.0,20.0,N/A,19.0,71.5,22.6,N/A,58.4,66.4,68.7,78.9,55.0,30.0
Cabo Verde,2013,63.7,70.0,N/A,55.0,77.9,65.4,N/A,58.9,40.3,78.0,66.9,65.0,60.0
Cambodia,2013,58.5,30.0,N/A,21.0,90.9,88.4,N/A,39.4,54.2,81.3,70.2,60.0,50.0
Cameroon,2013,52.3,30.0,N/A,25.0,69.3,87.1,N/A,46.8,55.5,69.9,54.9,35.0,50.0
Canada,2013,79.4,90.0,N/A,87.0,79.8,44.8,N/A,91.7,82.3,75.2,88.2,75.0,80.0
Central African Republic,2013,50.4,20.0,N/A,22.0,65.1,92.4,N/A,35.2,47.9,78.1,57.8,55.0,30.0
Chad,2013,45.2,20.0,N/A,20.0,50.4,75.5,N/A,25.2,40.5,74.6,55.6,50.0,40.0
Chile,2013,79.0,90.0,N/A,72.0,77.6,83.7,N/A,70.5,74.2,84.6,82.0,85.0,70.0
China,2013,51.9,20.0,N/A,36.0,70.2,83.3,N/A,48.0,62.6,71.6,72.0,25.0,30.0
Colombia,2013,69.6,50.0,N/A,34.0,76.1,75.2,N/A,90.2,79.3,78.7,72.2,70.0,70.0
Comoros,2013,47.5,30.0,N/A,24.0,64.7,82.4,N/A,44.7,51.2,74.6,68.8,15.0,20.0
"Costa Rica ",2013,67.0,50.0,N/A,48.0,82.9,90.1,N/A,58.3,60.4,75.4,85.1,70.0,50.0
"Côte d'Ivoire ",2013,54.1,25.0,N/A,22.0,77.9,79.8,N/A,43.3,54.6,77.8,70.3,40.0,50.0
Croatia,2013,61.3,40.0,N/A,40.0,75.4,48.7,N/A,63.0,42.4,81.1,87.5,75.0,60.0
Cuba,2013,28.5,10.0,N/A,42.0,62.7,0.0,N/A,10.0,20.0,67.4,62.7,0.0,10.0
Cyprus,2013,69.0,70.0,N/A,63.0,79.8,32.7,N/A,80.7,62.8,84.1,81.8,75.0,60.0
Czech Republic,2013,70.9,70.0,N/A,44.0,82.0,43.5,N/A,65.8,85.5,81.7,86.8,70.0,80.0
Democratic Republic of Congo,2013,39.6,10.0,N/A,20.0,71.4,60.1,N/A,38.7,36.3,56.5,63.0,20.0,20.0
Denmark,2013,76.1,90.0,N/A,94.0,39.8,5.9,N/A,98.4,91.1,80.0,86.8,85.0,90.0
Djibouti,2013,53.9,30.0,N/A,30.0,79.4,48.8,N/A,30.0,59.6,76.6,59.6,65.0,60.0
Dominica,2013,63.9,60.0,N/A,52.0,72.0,50.1,N/A,77.0,68.8,85.3,74.3,70.0,30.0
Dominican Republic,2013,59.7,30.0,N/A,26.0,83.7,92.6,N/A,53.7,55.6,72.9,77.8,65.0,40.0
Ecuador,2013,46.9,20.0,N/A,27.0,80.1,47.3,N/A,51.5,48.0,66.9,68.1,20.0,40.0
Egypt,2013,54.8,35.0,N/A,29.0,85.6,69.4,N/A,63.3,43.3,58.4,73.8,50.0,40.0
"El Salvador ",2013,66.7,40.0,N/A,34.0,85.7,85.4,N/A,61.8,62.0,79.6,79.0,70.0,70.0
Equatorial Guinea,2013,42.3,15.0,N/A,19.0,75.4,39.3,N/A,44.4,43.1,72.8,58.8,25.0,30.0
Eritrea,2013,36.3,10.0,N/A,25.0,57.0,54.6,N/A,17.3,54.6,55.5,69.1,0.0,20.0
Estonia,2013,75.3,85.0,N/A,64.0,79.7,56.2,N/A,78.2,56.0,77.1,86.8,90.0,80.0
Eswatini,2013,57.2,40.0,N/A,31.0,74.4,51.3,N/A,66.0,70.3,74.7,69.7,55.0,40.0
Ethiopia,2013,49.4,30.0,N/A,27.0,74.2,89.6,N/A,52.4,46.9,64.7,64.0,25.0,20.0
Fiji,2013,57.2,25.0,N/A,20.0,78.0,78.0,N/A,65.7,74.9,72.8,68.0,40.0,50.0
Finland,2013,74.0,90.0,N/A,94.0,66.9,12.2,N/A,94.8,45.3,79.5,86.8,90.0,80.0
France,2013,64.1,80.0,N/A,70.0,53.0,5.6,N/A,84.0,50.5,81.1,81.8,65.0,70.0
Gabon,2013,57.8,40.0,N/A,30.0,74.2,80.1,N/A,56.5,63.1,77.5,61.1,55.0,40.0
Georgia,2013,72.2,45.0,N/A,41.0,88.2,68.9,N/A,90.6,91.1,72.6,89.2,75.0,60.0
Germany,2013,72.8,90.0,N/A,80.0,61.8,37.3,N/A,92.1,43.8,81.2,86.8,85.0,70.0
Ghana,2013,61.3,50.0,N/A,39.0,86.0,52.5,N/A,61.5,61.6,64.8,67.8,70.0,60.0
Greece,2013,55.4,40.0,N/A,34.0,66.2,24.7,N/A,77.1,42.1,73.4,81.8,65.0,50.0
"Guatemala ",2013,60.0,30.0,N/A,27.0,79.6,93.6,N/A,50.8,48.7,75.5,85.2,60.0,50.0
Guinea,2013,51.2,20.0,N/A,21.0,69.6,82.6,N/A,46.1,63.8,62.8,61.2,45.0,40.0
Guinea-Bissau,2013,51.1,20.0,N/A,22.0,89.1,82.0,N/A,41.3,54.0,72.7,65.3,35.0,30.0
Guyana,2013,53.8,30.0,N/A,25.0,67.9,61.1,N/A,66.3,75.4,75.9,71.2,35.0,30.0
Haiti,2013,48.1,10.0,N/A,18.0,80.7,66.3,N/A,33.4,63.6,74.2,74.8,30.0,30.0
"Honduras ",2013,58.4,30.0,N/A,26.0,85.3,79.2,N/A,61.0,26.8,73.9,77.1,65.0,60.0
Hong Kong,2013,89.3,90.0,N/A,84.0,92.9,88.9,N/A,98.9,86.2,82.1,90.0,90.0,90.0
"Hungary ",2013,67.3,65.0,N/A,46.0,79.7,29.7,N/A,79.1,64.4,77.1,86.8,75.0,70.0
Iceland,2013,72.1,90.0,N/A,83.0,72.7,36.2,N/A,91.5,58.9,75.8,87.8,65.0,60.0
India,2013,55.2,50.0,N/A,31.0,78.3,77.9,N/A,37.3,73.6,65.3,63.6,35.0,40.0
Indonesia,2013,56.9,30.0,N/A,30.0,83.4,89.2,N/A,50.2,50.8,75.5,75.0,35.0,50.0
Iran,2013,43.2,10.0,N/A,27.0,80.8,80.5,N/A,65.3,55.0,58.0,45.7,0.0,10.0
Iraq,2013,N/A,N/A,N/A,18.0,N/A,N/A,N/A,47.0,70.1,N/A,N/A,N/A,N/A
Ireland,2013,75.7,90.0,N/A,75.0,73.8,28.8,N/A,83.4,76.6,82.8,86.8,90.0,70.0
Israel,2013,66.9,70.0,N/A,58.0,60.2,39.3,N/A,66.1,63.7,78.6,83.0,80.0,70.0
Italy,2013,60.6,50.0,N/A,39.0,55.5,25.3,N/A,76.9,52.0,80.2,86.8,80.0,60.0
"Jamaica ",2013,66.8,40.0,N/A,33.0,77.5,67.7,N/A,84.3,69.3,76.1,75.0,85.0,60.0
Japan,2013,71.8,80.0,N/A,80.0,69.2,45.0,N/A,81.3,80.3,90.6,81.8,60.0,50.0
Jordan,2013,70.4,60.0,N/A,45.0,93.6,68.8,N/A,69.2,75.5,82.0,79.6,70.0,60.0
Kazakhstan,2013,63.0,35.0,N/A,27.0,93.2,84.5,N/A,71.8,88.4,72.2,78.2,30.0,50.0
Kenya,2013,55.9,30.0,N/A,22.0,77.5,73.5,N/A,58.0,57.1,73.8,66.7,50.0,50.0
Kiribati,2013,45.9,30.0,N/A,31.0,71.2,0.0,N/A,59.2,78.5,78.4,55.4,25.0,30.0
Kosovo,2013,N/A,30.0,N/A,29.0,93.5,73.0,N/A,52.4,77.7,N/A,N/A,65.0,N/A
Kuwait,2013,63.1,50.0,N/A,46.0,99.9,61.5,N/A,57.7,62.8,71.6,76.8,55.0,50.0
"Kyrgyz Republic ",2013,59.6,20.0,N/A,21.0,94.8,56.4,N/A,73.2,88.6,66.7,75.4,50.0,50.0
Laos,2013,50.1,15.0,N/A,22.0,79.7,85.8,N/A,62.1,54.7,73.0,58.7,30.0,20.0
Latvia,2013,66.5,50.0,N/A,42.0,84.4,53.6,N/A,75.7,64.4,78.3,86.8,80.0,50.0
Lebanon,2013,59.5,20.0,N/A,25.0,90.8,74.6,N/A,50.3,57.2,76.5,80.4,60.0,60.0
Lesotho,2013,47.9,40.0,N/A,35.0,48.2,0.0,N/A,63.7,62.8,75.7,69.1,45.0,40.0
Liberia,2013,49.3,30.0,N/A,32.0,76.6,77.8,N/A,56.5,47.2,72.0,61.4,20.0,20.0
Libya,2013,N/A,10.0,N/A,20.0,N/A,N/A,N/A,N/A,N/A,64.8,85.0,10.0,20.0
Liechtenstein,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.0,N/A,N/A,90.0,N/A,80.0
Lithuania,2013,72.1,60.0,N/A,48.0,92.8,53.6,N/A,77.6,64.1,78.3,86.8,80.0,80.0
Luxembourg,2013,74.2,90.0,N/A,85.0,65.0,47.1,N/A,74.8,39.0,79.3,86.8,95.0,80.0
Macau,2013,71.7,60.0,N/A,51.0,73.5,91.5,N/A,60.0,55.0,81.3,90.0,85.0,70.0
Madagascar,2013,62.0,40.0,N/A,30.0,90.0,94.6,N/A,63.5,47.4,74.9,74.6,55.0,50.0
Malawi,2013,55.3,40.0,N/A,30.0,78.4,60.0,N/A,41.1,58.8,72.5,71.8,50.0,50.0
"Malaysia ",2013,66.1,55.0,N/A,43.0,85.1,73.5,N/A,79.9,72.3,79.8,77.0,45.0,50.0
Maldives,2013,49.0,25.0,N/A,25.0,98.8,14.5,N/A,88.7,64.0,70.4,43.7,30.0,30.0
Mali,2013,56.4,30.0,N/A,28.0,69.6,83.9,N/A,50.1,64.6,79.9,73.2,45.0,40.0
Malta,2013,67.5,75.0,N/A,56.0,61.2,44.1,N/A,61.1,65.4,80.4,86.8,85.0,60.0
Mauritania,2013,52.3,25.0,N/A,24.0,80.3,74.7,N/A,43.3,51.1,75.1,64.8,45.0,40.0
Mauritius,2013,76.9,70.0,N/A,51.0,92.1,81.9,N/A,78.2,72.3,75.4,87.9,90.0,70.0
Mexico,2013,67.0,50.0,N/A,30.0,81.1,79.4,N/A,81.4,59.7,77.7,80.6,70.0,60.0
Micronesia,2013,50.1,30.0,N/A,30.0,97.5,0.0,N/A,54.1,82.5,76.1,81.0,20.0,30.0
Moldova,2013,55.5,40.0,N/A,29.0,87.2,50.1,N/A,69.7,40.9,73.4,80.0,35.0,50.0
Mongolia,2013,61.7,30.0,N/A,27.0,82.5,62.6,N/A,70.4,79.2,75.6,79.8,50.0,60.0
Montenegro,2013,62.6,40.0,N/A,40.0,92.4,41.5,N/A,72.7,71.4,79.9,83.0,55.0,50.0
Morocco,2013,59.6,40.0,N/A,34.0,71.4,64.3,N/A,76.4,30.1,78.9,70.8,70.0,60.0
"Mozambique ",2013,55.0,30.0,N/A,27.0,76.2,64.5,N/A,63.9,37.9,74.7,75.4,50.0,50.0
Namibia,2013,60.3,30.0,N/A,44.0,66.4,71.5,N/A,68.4,76.7,74.9,81.5,50.0,40.0
Nepal,2013,50.4,30.0,N/A,22.0,85.8,89.2,N/A,57.2,44.3,75.1,60.8,10.0,30.0
Netherlands,2013,73.5,90.0,N/A,89.0,52.1,24.7,N/A,83.0,58.6,81.1,86.8,90.0,80.0
New Zealand,2013,81.4,95.0,N/A,95.0,71.5,33.2,N/A,99.9,89.5,83.3,86.8,80.0,80.0
"Nicaragua ",2013,56.6,15.0,N/A,25.0,78.7,65.1,N/A,51.2,62.2,73.2,85.4,60.0,50.0
Niger,2013,53.9,30.0,N/A,25.0,77.0,80.1,N/A,35.2,39.3,85.4,71.7,55.0,40.0
Nigeria,2013,55.1,30.0,N/A,24.0,82.6,74.6,N/A,55.7,67.2,73.3,63.9,40.0,40.0
North Korea,2013,1.5,5.0,N/A,10.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,2013,68.2,35.0,N/A,39.0,91.4,69.1,N/A,80.3,78.4,84.0,84.6,60.0,60.0
Norway,2013,70.5,90.0,N/A,90.0,51.0,40.3,N/A,92.6,44.7,76.9,89.3,70.0,60.0
Oman,2013,68.1,50.0,N/A,48.0,98.5,69.1,N/A,68.1,80.9,72.7,78.7,55.0,60.0
"Pakistan ",2013,55.1,30.0,N/A,25.0,80.5,89.0,N/A,70.7,47.9,67.0,66.0,35.0,40.0
"Panama ",2013,62.5,30.0,N/A,33.0,86.2,77.8,N/A,72.5,40.1,75.9,74.8,65.0,70.0
Papua New Guinea,2013,53.6,20.0,N/A,22.0,67.4,72.3,N/A,58.3,73.4,72.4,85.0,35.0,30.0
"Paraguay ",2013,61.1,30.0,N/A,22.0,95.9,85.4,N/A,59.1,25.6,79.8,82.7,70.0,60.0
Peru,2013,68.2,40.0,N/A,34.0,79.9,89.1,N/A,72.3,67.1,84.3,85.0,70.0,60.0
Philippines,2013,58.2,30.0,N/A,26.0,79.3,90.2,N/A,53.1,51.0,76.6,75.5,50.0,50.0
Poland,2013,66.0,60.0,N/A,55.0,76.0,43.0,N/A,64.0,62.9,77.7,86.8,65.0,70.0
Portugal,2013,63.1,70.0,N/A,61.0,61.6,28.3,N/A,82.8,31.0,79.4,86.8,70.0,60.0
Qatar,2013,71.3,70.0,N/A,72.0,99.8,81.2,N/A,69.4,63.4,80.3,82.5,45.0,50.0
"Republic of Congo ",2013,43.5,10.0,N/A,22.0,61.4,80.3,N/A,31.5,44.8,74.3,60.7,20.0,30.0
Romania,2013,65.1,40.0,N/A,36.0,87.9,62.2,N/A,70.4,63.5,74.7,86.8,80.0,50.0
Russia,2013,51.1,25.0,N/A,24.0,86.9,54.4,N/A,69.2,52.6,66.7,77.4,25.0,30.0
Rwanda,2013,64.1,30.0,N/A,50.0,80.4,75.9,N/A,65.6,80.3,75.5,78.0,65.0,40.0
Saint Lucia,2013,70.4,70.0,N/A,70.0,76.9,63.6,N/A,85.3,76.4,84.7,71.9,65.0,40.0
Saint Vincent and the Grenadines,2013,66.7,70.0,N/A,58.0,74.2,67.1,N/A,77.6,76.6,80.3,73.3,50.0,40.0
Samoa,2013,57.1,60.0,N/A,39.0,80.6,34.3,N/A,72.4,80.4,78.5,66.0,30.0,30.0
"São Tomé and Príncipe ",2013,48.0,20.0,N/A,30.0,86.9,45.3,N/A,53.5,38.6,66.0,60.0,50.0,30.0
Saudi Arabia,2013,60.6,40.0,N/A,44.0,99.6,52.2,N/A,68.2,69.2,65.7,77.3,40.0,50.0
Senegal,2013,55.5,40.0,N/A,29.0,65.2,75.6,N/A,56.7,41.3,79.6,72.2,55.0,40.0
"Serbia ",2013,58.6,40.0,N/A,33.0,84.2,40.3,N/A,60.2,70.4,65.3,77.9,65.0,50.0
Seychelles,2013,54.9,50.0,N/A,48.0,77.6,56.9,N/A,69.2,63.5,75.6,33.4,45.0,30.0
Sierra Leone,2013,48.3,10.0,N/A,25.0,80.7,75.9,N/A,51.5,26.3,68.5,70.2,55.0,20.0
Singapore,2013,88.0,90.0,N/A,92.0,91.1,91.3,N/A,97.1,91.4,82.0,90.0,75.0,80.0
Slovakia,2013,68.7,50.0,N/A,40.0,84.7,58.0,N/A,71.0,72.2,79.1,86.8,75.0,70.0
Slovenia,2013,61.7,60.0,N/A,59.0,65.7,22.3,N/A,80.7,40.4,81.6,86.8,70.0,50.0
Solomon Islands,2013,45.0,30.0,N/A,27.0,66.2,6.1,N/A,66.6,66.4,75.4,72.6,10.0,30.0
Somalia,2013,N/A,N/A,N/A,10.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2013,61.8,50.0,N/A,41.0,70.5,69.2,N/A,74.7,55.6,75.8,76.3,45.0,60.0
South Korea,2013,70.3,70.0,N/A,54.0,73.0,72.8,N/A,93.6,48.7,77.9,72.6,70.0,70.0
Spain,2013,68.0,70.0,N/A,62.0,53.9,43.0,N/A,80.3,54.3,79.9,86.8,80.0,70.0
Sri Lanka,2013,60.7,40.0,N/A,33.0,84.7,86.5,N/A,77.0,60.8,69.1,76.2,40.0,40.0
Sudan,2013,N/A,N/A,N/A,16.0,N/A,89.9,N/A,57.4,65.4,64.5,N/A,15.0,N/A
Suriname,2013,52.0,40.0,N/A,30.0,71.6,72.5,N/A,40.2,77.5,66.7,66.3,25.0,30.0
Sweden,2013,72.9,90.0,N/A,93.0,39.6,21.0,N/A,93.2,53.6,82.1,86.8,90.0,80.0
Switzerland,2013,81.0,90.0,N/A,88.0,68.1,63.8,N/A,75.8,87.9,86.2,90.0,80.0,80.0
Syria,2013,N/A,20.0,N/A,26.0,86.2,N/A,N/A,59.3,48.9,71.5,72.8,10.0,20.0
Taiwan,2013,72.7,70.0,N/A,61.0,80.5,84.9,N/A,94.3,53.3,82.9,85.0,65.0,50.0
Tajikistan,2013,53.4,20.0,N/A,23.0,92.8,78.1,N/A,61.7,55.5,64.6,78.2,20.0,40.0
Tanzania,2013,57.9,30.0,N/A,30.0,79.9,77.9,N/A,48.6,61.9,71.8,73.5,55.0,50.0
"Thailand ",2013,64.1,45.0,N/A,34.0,78.9,83.7,N/A,73.2,72.9,68.3,75.2,40.0,70.0
The Bahamas,2013,70.1,70.0,N/A,73.0,97.0,84.9,N/A,71.3,81.6,75.8,47.0,30.0,70.0
The Gambia,2013,58.8,30.0,N/A,35.0,75.1,82.7,N/A,59.5,59.3,71.1,60.5,65.0,50.0
Timor-Leste,2013,43.7,20.0,N/A,24.0,64.7,0.0,N/A,44.8,81.2,69.3,73.0,40.0,20.0
Togo,2013,48.8,30.0,N/A,24.0,68.5,81.6,N/A,39.9,44.2,78.5,56.7,35.0,30.0
Tonga,2013,56.0,20.0,N/A,31.0,87.1,64.7,N/A,76.6,84.4,71.1,75.6,30.0,20.0
Trinidad and Tobago,2013,62.3,50.0,N/A,32.0,84.9,60.4,N/A,55.1,76.7,73.7,69.9,60.0,60.0
Tunisia,2013,57.0,40.0,N/A,38.0,74.5,63.7,N/A,82.8,70.1,77.8,58.1,35.0,30.0
Turkey,2013,62.9,50.0,N/A,42.0,77.0,64.9,N/A,68.2,43.1,73.3,85.2,65.0,60.0
Turkmenistan,2013,42.6,5.0,N/A,16.0,94.0,91.7,N/A,30.0,30.0,70.6,79.2,0.0,10.0
Uganda,2013,61.1,30.0,N/A,24.0,80.6,84.3,N/A,48.4,87.9,77.2,73.6,55.0,50.0
Ukraine,2013,46.3,30.0,N/A,23.0,78.2,29.4,N/A,47.6,49.9,71.0,84.4,20.0,30.0
United Arab Emirates,2013,71.1,55.0,N/A,68.0,99.9,85.1,N/A,74.0,77.6,83.9,82.6,35.0,50.0
United Kingdom,2013,74.8,90.0,N/A,78.0,57.0,27.7,N/A,94.1,71.6,72.4,86.8,90.0,80.0
United States,2013,76.0,85.0,N/A,71.0,69.3,47.8,N/A,90.5,95.5,75.0,86.4,70.0,70.0
"Uruguay ",2013,69.7,70.0,N/A,70.0,84.2,68.3,N/A,73.4,70.7,72.5,82.9,75.0,30.0
Uzbekistan,2013,46.0,15.0,N/A,16.0,90.2,67.8,N/A,71.2,61.0,63.0,66.1,0.0,10.0
Vanuatu,2013,56.6,40.0,N/A,35.0,97.3,80.5,N/A,56.4,57.7,81.4,48.0,30.0,40.0
"Venezuela ",2013,36.1,5.0,N/A,19.0,75.6,50.6,N/A,45.6,34.5,47.3,58.8,5.0,20.0
Vietnam,2013,51.0,15.0,N/A,29.0,75.6,72.4,N/A,63.8,65.5,65.3,78.6,15.0,30.0
Yemen,2013,55.9,30.0,N/A,21.0,91.5,72.8,N/A,61.3,55.3,65.7,81.5,50.0,30.0
Zambia,2013,58.7,30.0,N/A,32.0,72.9,80.3,N/A,60.4,58.4,66.0,82.3,55.0,50.0
Zimbabwe,2013,28.6,10.0,N/A,22.0,71.8,66.4,N/A,33.4,21.9,0.0,50.4,0.0,10.0
